MoMA,40.761484,-73.977664
AMNH,40.7749969,-73.97149611
Museum of Ice Cream,40.739388,-74.009933
Met,40.7794,73.9632
National Museum of Mathematics,40.7432,73.9874
New York Historical Society,40.7792,73.9743
Guggenheim,40.783,73.959
Cooper Hewitt,40.7844,-73.9582
Jewish Museum,40.7853,73.9574
Neue Galerie,40.7813,73.9603
MCNY,40.7925,73.9519
