"","species","specimen","landmark1_1","landmark1_2","landmark1_3","landmark3_1","landmark3_2","landmark3_3","landmark5_1","landmark5_2","landmark5_3","landmark7_1","landmark7_2","landmark7_3","landmark9_1","landmark9_2","landmark9_3","landmark11_1","landmark11_2","landmark11_3","landmark13_1","landmark13_2","landmark13_3","landmark15_1","landmark15_2","landmark15_3","landmark17_1","landmark17_2","landmark17_3","landmark19_1","landmark19_2","landmark19_3","landmark21_1","landmark21_2","landmark21_3","landmark23_1","landmark23_2","landmark23_3","landmark25_1","landmark25_2","landmark25_3","landmark27_1","landmark27_2","landmark27_3","landmark29_1","landmark29_2","landmark29_3","landmark31_1","landmark31_2","landmark31_3","landmark33_1","landmark33_2","landmark33_3","landmark35_1","landmark35_2","landmark35_3","landmark37_1","landmark37_2","landmark37_3","landmark39_1","landmark39_2","landmark39_3","landmark41_1","landmark41_2","landmark41_3","landmark43_1","landmark43_2","landmark43_3","landmark45_1","landmark45_2","landmark45_3","landmark47_1","landmark47_2","landmark47_3","landmark49_1","landmark49_2","landmark49_3","landmark51_1","landmark51_2","landmark51_3","landmark53_1","landmark53_2","landmark53_3","landmark55_1","landmark55_2","landmark55_3","landmark57_1","landmark57_2","landmark57_3","landmark59_1","landmark59_2","landmark59_3","landmark61_1","landmark61_2","landmark61_3","landmark63_1","landmark63_2","landmark63_3","landmark65_1","landmark65_2","landmark65_3","landmark67_1","landmark67_2","landmark67_3","landmark69_1","landmark69_2","landmark69_3","landmark71_1","landmark71_2","landmark71_3","landmark73_1","landmark73_2","landmark73_3","landmark75_1","landmark75_2","landmark75_3","landmark77_1","landmark77_2","landmark77_3","landmark79_1","landmark79_2","landmark79_3","landmark81_1","landmark81_2","landmark81_3","genus"
"82","Bradypus_variegatus","BMNH_4_7_4_110",24.1214,11.1879,-0.9885,49.5461,19.1301,9.2652,15.2679,11.484,6.2789,52.704,30.961,8.5599,49.9093,38.2044,5.5908,17.6218,20.9884,-1.9135,30.846,41.1327,10.7516,43.1205,42.6979,9.1705,0.0301,-5.7387,-0.6925,17.4032,7.8698,6.6726,37.0307,21.6605,7.96,-3.5605,-3.1684,-11.1464,38.3846,0.2058,0.1826,39.8022,16.8378,7.0024,10.2943,-5.9024,-5.0468,20.2169,8.5703,0.3633,0.2546,-0.0308,0.3698,11.6169,-6.086,-7.351,26.0302,-7.8803,-5.078,38.2904,5.8011,-13.9289,-1.457,12.107,-7.7386,-0.3752,25.7501,-4.4387,15.2259,35.0737,-12.9909,1.1993,13.3471,-1.265,21.8534,26.4234,15.0716,40.0823,38.6604,9.0559,12.6812,-2.1631,-1.0588,32.5871,16.8089,14.9639,47.9866,29.1653,8.7241,0.0785,-0.362,0.1464,23.4572,-0.0187,-2.978,35.412,-6.5281,-13.5205,43.4988,-2.2717,-2.9768,0.0539,3.4289,-0.0457,26.2881,23.9963,-21.2187,38.936,26.0321,-14.9341,44.6451,26.2089,0.7422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"83","Bradypus_variegatus","BMNH_4_7_4_111",30.0817,10.8415,-0.4445,54.7487,16.1998,10.3467,19.5651,10.3531,6.2619,60.0393,24.1809,11.9288,59.7508,33.93,7.7667,24.4033,21.4452,-0.801,41.5029,41.9361,10.1036,52.5702,40.2345,11.6662,2.9451,-3.6657,-0.9602,22.5401,6.9911,6.6454,42.5493,18.5839,8.3066,-0.3473,0.2458,-12.1634,42.0132,0.2693,0.039,44.9448,13.2563,6.7975,13.3796,-5.1556,-5.1284,25.1191,9.3202,0.4706,-0.2894,0.1799,-0.2541,15.0155,-4.1412,-6.9757,29.6113,-5.3525,-5.9061,41.9156,7.8161,-10.9964,4.6883,15.5916,-7.1869,10.9353,29.8696,-5.8443,26.3778,34.7483,-8.8915,8.0238,15.172,-0.6126,28.7692,24.9009,13.9145,50.0712,35.9676,10.9349,17.5489,-1.5446,-0.7586,37.2989,12.6899,13.4438,56.0022,25.3139,11.1539,0.3462,0.2355,0.0739,22.9283,-0.3395,-2.1549,35.0072,-6.462,-12.2505,44.2874,-1.7976,-5.5496,0.2519,4.1492,-0.315,25.927,21.0166,-19.8083,40.0628,25.9069,-16.0939,46.3977,25.993,-0.0828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"84","Bradypus_variegatus","BMNH_8_9_27_4",27.653,10.8856,-5.7174,56.1844,21.7428,5.4281,18.9811,13.3814,6.7702,59.3732,30.6476,5.8238,59.7897,41.1781,3.1945,19.2618,24.1365,-5.4276,39.9386,46.1867,6.194,50.3806,44.9106,6.8748,-3e-04,-6.8511,0.6996,21.5699,9.6997,7.2417,41.7658,21.9373,5.6305,-4.5272,-4.525,-13.2682,40.3635,-0.0979,-1.787,44.9256,18.0278,4.8301,12.4233,-6.2959,-5.5689,24.4613,9.5293,-3.1246,0.0705,-0.0303,-0.2873,14.9906,-7.218,-9.0854,31.0058,-8.6177,-5.7008,40.5281,2.145,-10.095,-0.7415,15.7314,-9.1647,1.7232,31.3943,-6.5832,15.102,37.4819,-10.7204,4.119,16.1939,-1.4373,27.7766,30.38,13.8682,48.5113,40.3715,7.5555,16.4068,-0.8367,-0.9499,39.5262,16.8792,14.0043,55.1165,31.2764,7.7258,-0.4788,0.1424,0.1384,25.7558,0.2928,-2.9872,38.1393,-6.5802,-15.9091,46.3753,-2.1121,-5.1896,-1.5809,4.0312,0.1381,28.276,25.554,-22.6758,42.8387,28.1821,-14.6958,51.59,28.2308,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"85","Bradypus_variegatus","BMNH_23_8_10_11",20.5316,8.3355,-3.562,43.7084,14.7951,3.2783,12.3945,9.1527,5.1222,46.2154,23.6518,5.1842,46.3508,31.8593,0.9046,14.1922,17.8645,-3.0158,28.5793,36.8966,4.4078,38.9929,36.4017,4.2188,-0.8044,-5.4661,0.5114,16.2999,7.2956,5.3334,34.7437,16.7793,4.4405,-4.4394,-3.2242,-10.371,32.629,-0.392,0.155,37.8462,13.1383,1.3894,9.0482,-6.642,-2.9692,18.0536,7.2604,-0.8975,-0.074,0.3246,0.6422,8.6983,-6.8102,-6.6244,23.2569,-7.28,-4.1743,28.1989,-1.2624,-12.4289,-3.7886,10.6387,-6.2102,0.2578,24.8459,-3.6463,8.2777,27.4662,-10.8121,2.305,11.7393,-1.5974,22.7203,26.7498,10.6165,37.1163,32.7853,5.6062,12.3234,-2.2197,0.4354,31.5893,11.6967,11.5314,43.4397,24.5112,5.3695,-0.0479,-0.1977,0.1654,21.0276,1.4097,-2.3646,31.3336,-3.7028,-14.6851,40.2926,-0.0325,-4.3547,0.445,2.5998,0.0486,20.2529,23.8083,-19.4497,31.4779,25.759,-14.0043,35.3317,29.144,0.3804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"86","Bradypus_variegatus","BMNH_23_8_10_12",23.7023,10.5685,-2.7018,47.1054,14.8996,6.6611,14.7121,9.955,7.455,50.1697,23.928,10.5654,50.1094,32.0032,8.4533,19.0154,19.112,-2.5284,31.5668,39.4002,7.256,44.025,37.2598,11.0401,-0.3856,-6.0465,-0.1753,17.341,7.0834,7.636,37.1964,17.9141,7.9918,-3.8656,-2.9792,-10.0007,35.4407,0.7445,2.2275,39.2357,13.7149,5.5693,10.3501,-5.7003,-4.5501,19.9148,7.2153,-1.6047,0.0837,-0.1284,-0.0675,11.3307,-6.5398,-7.5989,27.7966,-5.6738,-3.5395,35.2738,1.5839,-10.1015,-1.7559,12.2714,-7.1544,5.0884,27.154,-4.9956,14.7175,30.4086,-8.4842,2.192,12.8763,-0.0238,26.1791,27.2408,15.495,41.4901,34.2269,11.2937,13.3296,-2.7034,-0.9351,34.9539,12.6077,14.4645,46.9084,24.5899,10.6392,0.1052,0.3286,0.0109,20.5346,0.1676,-2.5961,32.1077,-4.7748,-14.8821,41.9349,-0.829,-6.5856,0.518,3.1801,-0.401,23.5455,22.1855,-21.0047,34.5727,26.4903,-15.759,41.8118,28.4593,-0.7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"87","Bradypus_variegatus","BMNH_23_8_10_13",21.5871,9.1917,0.2168,42.3327,15.1019,10.1739,13.8864,9.1488,6.1885,48.2106,23.1435,12.8564,46.8034,31.5384,9.7559,15.8102,17.4577,-0.0839,27.8337,35.7081,10.8781,39.8552,35.5431,13.0963,0.6007,-5.2949,-0.5452,16.6973,7.0947,7.1847,34.786,16.1182,8.4297,-4.4769,-3.019,-9.5169,32.9615,0.1428,0.7076,35.7307,12.652,7.6016,10.4643,-5.4174,-4.4456,18.0982,7.0544,0.8485,-0.2506,-0.4051,0.2926,9.5104,-5.9892,-7.663,1,1,1,1,1,1,-3.2567,9.9657,-6.8126,3.0806,24.0181,-3.782,10.3117,27.7554,-10.9968,1.8966,12.3939,-0.0561,21.9132,23.8427,13.6515,38.0901,31.6862,12.0054,12.4421,-3.1308,-2.5994,30.3721,12.5038,13.8387,43.7008,23.503,12.5023,0.0273,-0.1074,0.0464,19.4929,-1.2587,-1.4245,31.1662,-5.0624,-12.2116,39.474,-1.331,-4.6999,0.6188,3.7297,-0.3275,22.4288,20.8215,-18.153,34.1014,23.8781,-11.7214,39.2208,24.3897,0.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"88","Bradypus_variegatus","BMNH_23_8_10_14",24.4504,10.5193,-2.5447,44.946,15.3711,6.8748,12.869,9.3371,4.2722,48.319,24.3038,9.7976,48.2401,33.1682,8.2024,17.6295,19.5326,-2.1574,29.1879,38.3079,7.2495,40.0505,37.3917,8.2882,0.424,-5.263,0.0995,16.3417,7.0097,5.5259,35.951,18.0941,8.5256,-3.5124,-3.5416,-9.999,34.1826,-0.2065,-0.7647,37.6301,13.8046,6.492,10.0169,-5.4481,-4.9831,18.8872,6.8658,-2.2418,-0.0436,0.0749,-0.1227,10.9054,-5.9293,-6.4648,26.3926,-5.5186,-5.6795,33.7433,1.2618,-10.9891,-1.4309,10.9759,-6.5304,3.5082,26.048,-5.4482,11.0022,30.6672,-10.6259,2.6812,11.061,-2.9192,23.2068,26.5155,13.1702,38.328,33.9476,9.6136,11.481,-1.7002,-2.0121,30.5826,12.2165,13.3063,44.6823,25.3925,10.734,-0.2134,0.0256,0.0286,19.6541,0.5872,-3.8587,31.6442,-3.2456,-13.9594,39.7917,0.4979,-5.4907,0.4695,3.2998,-0.495,21.654,23.587,-21.0364,32.1351,27.2167,-14.6768,36.1125,29.044,0.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"89","Bradypus_variegatus","BMNH_23_8_10_16",23.8896,9.4709,-4.8473,46.1779,17.4252,6.5583,16.1629,10.6729,5.388,51.0171,25.377,7.9122,50.9381,31.8107,4.0376,16.7598,19.5468,-3.9434,31.8387,38.1197,6.3689,44.5735,37.5501,6.8005,0.0887,-5.9109,-0.268,17.1237,7.2834,5.9999,37.6648,18.3974,5.588,-3.4346,-3.2325,-11.4002,34.2078,0.0904,0.1969,41.2617,14.072,4.8687,11.1449,-5.8745,-3.8711,19.1388,7.6499,-3.1068,-0.3896,0.1682,-0.1845,10.3482,-6.2405,-7.4719,27.1858,-5.1539,-6.7698,32.5417,0.6682,-11.148,-2.0146,11.1093,-7.5972,4.3547,26.057,-7.8064,12.3258,30.5046,-12.0011,3.337,12.4748,-1.0516,25.551,28.0124,12.5976,41.4148,34.1342,8.4155,13.4189,-1.8837,-0.9649,34.7314,13.2405,12.7239,47.7936,25.0981,7.8716,-0.3071,0.4505,0.1486,20.8935,0.5091,-1.5944,32.0748,-4.1772,-14.9558,41.648,-0.8598,-4.9411,0.4969,3.4707,-0.0534,23.6933,24.2092,-20.5533,34.8774,25.5817,-13.1684,41.2849,29.7227,0.8879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"90","Bradypus_variegatus","BMNH_23_8_10_17",21.8404,9.5326,-1.8541,44.5192,16.9986,5.2919,14.1465,10.8763,5.9537,48.3544,24.7994,4.7416,47.1799,33.4469,2.6808,14.5703,18.8242,-3.6878,27.6572,38.4419,5.801,39.497,37.4223,4.7577,-0.2353,-5.351,0.6368,17.9822,7.8345,6.1077,34.7107,18.3411,4.9971,-4.4491,-3.4811,-11.0969,33.9044,0.1096,0.3503,37.1867,14.4533,3.5461,10.5828,-6.3997,-3.6314,19.1672,6.6427,-1.4498,-0.8031,0.1613,-0.4006,10.9964,-6.8167,-7.3206,25.2981,-7.0088,-3.7401,31.2957,0.0396,-10.092,-2.9859,11.4425,-7.4995,1.3187,26.2158,-5.2519,7.9875,29.3728,-10.5242,2.2833,12.543,-0.7659,22.4769,25.272,12.6447,37.583,34.5858,6.9766,12.857,-1.6567,-0.2941,31.9023,14.6613,11.4509,44.3696,25.064,6.6887,0.1955,-0.251,0.0921,22.4365,0.1617,-2.1618,31.6907,-5.2051,-14.8558,40.1791,-1.0091,-5.6019,0.7949,3.4996,-0.4862,21.1155,23.7951,-18.9998,32.5301,26.4441,-14.9479,41.1708,26.4215,0.1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"91","Bradypus_variegatus","BMNH_23_8_10_18",23.4492,9.8408,-3.6816,46.3425,18.0403,6.7188,13.8859,10.0698,5.5766,51.8587,27.3954,8.0049,50.5746,35.7891,5.1839,16.425,20.8489,-4.0326,31.2021,39.4893,7.365,42.9739,40.2357,7.5214,-0.5752,-6.6031,0.1328,17.6272,7.8301,6.8158,36.6512,19.797,6.0622,-5.0565,-3.9821,-12.0967,35.8071,-0.4081,-0.0959,38.9397,15.279,5.4397,9.1798,-6.1123,-6.0124,19.5471,6.3154,-3.3508,0.1288,-0.0805,-0.0902,10.3209,-6.8855,-8.0483,27.6283,-5.855,-8.6741,34.8722,1.8153,-14.043,-2.2985,11.2553,-8.4365,3.8009,26.6319,-8.6745,13.366,33.0806,-13.0477,1.1365,12.7911,-1.1382,24.0533,27.3636,14.8362,41.066,36.7805,8.3158,12.6149,-2.9297,-0.6135,33.6386,14.2261,14.3451,47.4762,27.6518,8.3538,0.0187,0.1511,-0.0665,23.0542,1.2439,-1.3635,34.259,-3.9159,-14.7751,42.4509,0.0847,-4.5219,0.2869,3.7833,-0.5579,23.4075,24.9576,-20.7374,36.9342,28.4579,-13.3089,39.8488,31.0237,0.2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"92","Bradypus_variegatus","BMNH_23_8_10_19",21.8851,7.4006,-1.8414,44.7923,14.1132,9.3233,14.1214,9.0947,5.342,48.3353,20.7439,10.1356,47.2225,29.5458,6.933,16.5624,17.8569,-1.4974,29.9166,35.271,9.4507,38.8038,33.2802,9.1308,-0.2355,-6.2574,-1.3873,14.8852,6.0979,6.5477,35.3665,15.5503,7.4243,-3.8947,-3.6893,-9.4942,32.6553,-0.0078,1.1745,36.1395,12.2121,5.3597,9.913,-6.614,-4.9345,19.7849,6.7688,0.6088,0.2334,0.1584,-0.4706,11.4058,-6.3755,-6.5727,25.1263,-6.289,-0.2691,30.3769,-0.7022,-4.6456,-1.203,11.8799,-7.0263,5.3276,24.7052,-1.7982,10.843,27.3005,-5.0615,1.8606,11.3957,-1.7425,23.1329,23.4305,12.8398,37.8128,30.4654,9.8397,11.3148,-3.0267,-2.0483,31.1648,10.7805,12.5164,44.6927,21.5913,9.9697,0.1231,-0.2449,-0.0833,20.2554,0.6816,-2.2529,30.686,-3.7427,-11.8884,38.2018,-0.3606,-4.7396,1.5471,4.0704,-0.8822,21.6202,18.6323,-18.6388,33.4656,22.1114,-14.6621,36.592,23.721,0.0553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"93","Bradypus_variegatus","BMNH_23_8_10_20",20.8998,9.5341,-4.0982,42.5214,15.6873,2.6163,11.8848,9.4426,3.393,46.9954,25.6172,2.5618,46.1761,33.1314,-1.0799,14.197,18.9991,-3.6948,26.1622,38.546,3.3687,38.7128,38.7927,2.1407,-0.1918,-5.5013,-1.6267,16.0676,7.5018,4.2743,32.9655,18.2736,3.4876,-3.4352,-3.4994,-11.9499,31.6938,0.1417,-0.4337,35.9371,14.1169,1.5764,8.7091,-5.6406,-6.0125,16.1751,7.3295,-2.713,-0.0728,0.0402,-0.0155,9.6936,-6.6203,-7.404,25.1602,-4.7865,-8.7114,29.6055,-1.0593,-10.6688,-4.1467,10.9091,-7.5032,1.5919,25.5561,-8.5239,7.0699,29.3693,-11.4012,1.066,12.4512,-1.2743,21.9492,25.899,10.6677,37.0599,35.1586,3.63,11.2545,-1.9856,-1.2143,31.9699,14.6007,10.3619,43.4866,25.3161,2.9594,0.1179,-0.0303,-0.0278,21.0139,0.8278,-2.4554,32.2564,-3.4986,-14.1104,39.9145,1.2269,-5.561,0.7367,3.9248,-0.6526,22.1951,24.5551,-21.0262,33.1583,27.1848,-14.227,35.376,28.6758,0.2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"94","Bradypus_variegatus","BMNH_23_8_10_21",21.7872,7.6064,-1.2007,42.6477,13.1944,7.4419,13.332,9.4819,5.1758,44.6368,22.4642,8.7262,44.4035,30.3715,5.9893,15.6523,17.2908,-0.5907,27.877,34.7378,7.4927,37.7643,34.3955,9.9703,-0.5141,-4.8506,-0.7062,15.498,5.5185,5.9351,31.9517,16.3349,6.2817,-2.845,-2.2059,-10.4368,32.1341,-0.0903,-0.7423,33.712,11.8593,5.5459,9.1829,-6.4419,-4.8874,18.5794,7.1004,-0.232,0.1197,-0.1608,0.1707,9.5596,-6.0939,-7.4184,23.1121,-7.5989,-3.1659,31.8407,-1.0746,-10.8988,-2.1851,10.7496,-6.639,1.7637,24.353,-3.2795,8.3669,30.6082,-7.8186,1.2175,11.6582,-0.7557,20.7847,23.0464,11.1479,35.1604,31.6285,9.2746,11.1403,-3.0428,-0.9134,28.4561,11.3573,10.9703,40.8395,22.6494,9.7745,-0.0608,0.3882,-0.0941,19.7578,0.1537,-1.4898,28.418,-3.7147,-12.828,36.6451,-0.591,-5.272,0.5426,3.0713,0.3843,19.2551,21.0826,-19.2844,30.0832,23.4566,-14.0456,34.8773,25.1453,0.1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"95","Bradypus_variegatus","BMNH_23_8_10_22",22.3336,9.4892,-0.8874,43.3325,13.8769,7.617,14.3189,9.343,6.1478,47.9065,21.4555,10.2771,47.0687,29.9451,7.5705,16.2321,17.7531,-0.7282,28.3113,34.8595,7.622,40.8653,34.6166,10.6359,-0.7254,-4.4785,-1.3763,15.6801,6.3139,6.4965,34.0886,16.7155,8.5617,-3.2914,-2.3466,-9.4075,31.9348,0.0419,0.2751,36.5203,12.0898,6.5666,8.9934,-5.2071,-4.5243,19.2457,6.8517,-0.1749,-0.088,0.1156,0.7684,9.7177,-5.8282,-6.5588,23.982,-5.6428,-3.5092,31.536,0.6496,-9.0061,-1.9345,10.6148,-6.5153,4.2695,24.343,-3.9741,11.6578,29.182,-7.1983,2.0164,11.9562,0.2774,21.7562,22.324,13.5499,38.2739,31.1694,11.147,11.8164,-2.7356,0.131,29.9832,10.5253,12.1911,44.3559,22.2742,10.1772,0.2929,-0.1172,-0.0135,20.9676,0.9022,-2.8985,30.227,-2.6106,-12.2185,38.7793,0.6638,-4.34,1.4959,3.3853,-0.6678,22.2472,20.6361,-18.152,32.6235,24.5761,-13.9088,35.6429,26.1846,-0.1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"96","Bradypus_variegatus","BMNH_23_8_10_23",18.4896,7.5056,-0.9527,36.2827,13.3109,7.5442,9.9722,7.9623,4.7173,37.4711,19.5906,9.9952,36.4349,26.9291,6.2012,12.5622,15.5648,-0.369,21.8538,30.0346,9.8308,29.217,30.9019,9.7826,-0.3548,-4.0383,-0.1908,12.1513,5.4312,4.6389,27.0757,14.325,7.0647,-3.0855,-2.4853,-8.0467,27.7756,-2e-04,-1.6366,27.3898,10.4525,5.3228,7.1778,-4.3818,-2.4495,15.9131,5.9926,0.5031,-0.0723,0.1572,-0.6905,7.8835,-4.7828,-6.6863,22.2891,-2.9066,-4.981,27.1292,2.3769,-7.4231,-1.8829,8.3846,-5.7793,0.2271,19.8553,-0.8196,3.2531,23.9121,-6.2017,-0.0059,9.901,-0.5888,15.8776,19.7394,10.8273,29.1506,28.7477,10.095,9.0968,-1.7188,-0.4269,22.653,10.0006,10.9292,34.9698,20.3744,9.8063,-0.0935,0.1157,0.0577,17.3811,0.0658,-1.9491,25.5789,-3.7835,-10.6347,31.344,-0.8367,-3.0456,0.318,3.5124,-0.0233,16.9037,17.644,-15.59,25.8572,19.1996,-12.2458,29.9514,21.0491,0.1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"97","Bradypus_variegatus","BMNH_26_12_4_78",25.6473,14.5234,-2.4691,54.3218,26.4632,8.8577,15.1401,13.8135,6.1999,54.8662,38.6537,10.2255,52.4855,45.7356,4.8116,16.8985,24.7806,-2.5208,31.0885,51.4727,7.7161,45.6627,50.3951,9.0567,-1.0308,-9.714,-1.3731,17.9151,9.9738,6.1459,40.3021,28.9243,8.2264,-3.4315,-4.1841,-16.2648,39.5481,-0.4528,-0.8061,42.6364,24.3073,7.2328,11.278,-8.6542,-6.4562,20.7509,9.3808,-0.8482,-0.5708,-0.1268,0.1149,12.4215,-8.8312,-7.7894,28.2597,-10.7315,-5.6583,37.2506,1.1272,-13.0779,-7.1448,12.7584,-7.9202,-7.016,28.7713,-6.8596,5.4028,35.7985,-13.6108,-0.5431,14.5938,-2.6288,24.6852,36.4751,14.8945,42.8924,47.305,8.638,13.9181,-3.1768,-1.9209,37.9991,22.1032,15.0606,50.9219,37.1977,9.3599,0.0625,-0.7323,-0.1546,23.5648,-0.7729,-6.0658,36.6297,-6.4695,-17.5486,46.1843,-3.0467,-5.6108,-0.7962,2.9062,-0.9931,25.0155,28.9202,-27.3054,42.1293,31.7067,-17.1776,46.875,31.9858,-0.1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"98","Bradypus_variegatus","BMNH_26_12_4_79",25.1807,12.96,-1.2284,55.8471,26.5137,6.6245,15.9677,13.7066,7.027,55.9338,36.8812,12.8019,53.9373,47.4623,5.8398,14.8607,24.5599,-2.7763,29.7752,53.2927,7.1276,45.4765,51.6324,11.3543,-0.1829,-8.7929,-0.2528,19.6743,9.7876,8.3601,41.6026,27.3509,8.9987,-2.1913,-3.1823,-16.1238,39.954,0.2572,-0.5275,44.9779,21.4488,7.7094,11.0647,-7.9935,-4.8328,22.1393,9.6788,-2.4737,-0.1886,-0.1787,-0.4925,12.8386,-8.9325,-9.5776,27.5854,-10.0336,-4.3738,37.4996,1.1247,-12.2232,-7.3343,12.2803,-8.8283,-6.7247,26.92,-5.6738,5.8411,35.7133,-11.8783,-0.2603,15.2552,-0.6726,22.5854,35.2388,17.7868,43.6336,47.6825,11.2582,15.5156,-1.6492,-1.3135,38.6725,19.671,17.2738,53.0724,36.9187,10.8238,-0.1442,-0.2206,0.1177,24.1937,-1.3211,-3.2006,39.5631,-7.24,-18.2175,48.1518,-2.5262,-4.6064,0.2256,3.8244,-0.5548,28.3896,29.828,-28.057,41.7291,30.9374,-17.7145,48.988,32.9679,0.2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"99","Bradypus_variegatus","BMNH_28_5_2_219",24.8548,8.8992,-2.9807,55.286,20.1348,4.7773,17.8431,13.3791,5.9372,60.1582,30.5678,7.7598,58.2156,39.5708,3.736,17.1119,21.525,-3.7302,37.1464,43.7043,5.8461,49.8115,45.8916,6.5205,-0.6777,-6.7108,-1.0266,19.8003,7.8117,5.8785,41.348,22.6954,6.1806,-1.3502,-2.0147,-15.2462,38.9179,0.0362,-0.9349,44.2367,18.2305,4.8384,11.1009,-7.6714,-4.7389,22.0688,9.549,-1.0861,-0.0505,0.0017,-0.0043,11.1119,-7.8046,-8.6257,26.9145,-9.3478,-5.4677,39.2999,0.4149,-9.9035,-2.4323,12.7353,-9.54,1.7854,28.3067,-6.5734,13.3101,36.1782,-10.0353,1.5861,14.2054,-2.3893,25.9247,29.35,13.1817,46.1837,41.4567,7.572,13.469,-3.0334,-0.7674,36.5713,16.3445,12.5572,54.4105,28.982,7.7975,0.4665,-0.336,-0.4099,24.424,-1.2891,-4.6806,36.0422,-6.2699,-16.3922,43.3813,-2.817,-4.4711,1.4357,3.5834,0.6277,28.6995,24.6482,-22.5591,42.0633,25.4634,-16.4086,47.5634,23.9231,-0.4861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"100","Bradypus_variegatus","BMNH_31_11_4_1",24.1297,11.6975,-4.5374,50.1739,17.6291,4.3841,23.5756,26.3141,12.8837,24.6668,26.0278,2.3967,33.3532,14.9575,2.6001,17.6794,20.1629,-3.9469,33.0501,40.5813,6.0891,12.26,-7.3532,-3.0001,25.7161,8.6981,9.3324,33.3834,16.466,12.5206,15.5856,10.7523,4.2852,-5.2167,-4.4973,-11.2949,36.4939,-0.1412,1.1631,47.0173,24.425,8.6845,36.5918,19.7451,5.3168,19.8134,10.2296,-2.5725,-0.5821,-0.008,0.4958,10.3527,-6.8284,-8.4848,1,1,1,1,1,1,-3.6445,11.8239,-7.7558,0.841,27.5018,-6.6121,10.4752,33.8404,-14.3308,38.3628,45.7358,5.379,47.9219,38.9625,10.3774,18.862,7.958,6.5702,56.38,20.1734,5.5899,53.3837,30.7341,10.3004,28.3755,31.7221,4.3087,0.0105,0.1024,-0.0407,23.5147,-0.2372,-1.6563,34.6886,-6.6785,-14.0931,44.5929,-1.8639,-5.2028,1.2799,3.3416,-0.549,25.1663,20.7146,-22.7307,38.0198,22.5114,-18.033,41.3437,24.685,-0.8731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
"101","Bradypus_variegatus","BMNH_33_12_6_20",25.119,10.491,-1.672,47.969,19.694,6.834,13.943,10.674,7.106,52.932,29.533,6.636,52.659,38.44,3.088,17.95,22.308,-2.806,31.454,41.855,7.089,44.197,43.093,5.193,-1.381,-7.006,-1.099,17.231,7.474,7.954,35.085,22.408,6.463,-1.581,-0.798,-14.797,36.19,-0.102,0.502,37.236,15.548,6.339,9.214,-7.331,-4.966,21.416,6.927,0.485,-0.311,0.042,-0.32,11.308,-7.914,-8.202,28.452,-8.2,-4.849,38.583,0.985,-8.947,-3.296,12.695,-7.813,0.706,28.915,-5.163,11.989,34.531,-8.925,-0.495,14.732,0.23,23.416,27.668,13.233,42.316,38.362,6.284,12.617,-3.768,0.095,32.01,14.294,14.626,48.71,30.205,6.851,0.419,-0.193,-0.644,25.702,-1.373,-0.939,36.093,-6.468,-11.125,46.259,-4.314,-3.783,0.713,3.905,0.801,28.43,22.955,-18.564,41.697,25.259,-15.171,50.353,24.786,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus"
